"EFORSCDCID","FoodCategoryName","ContaminatedIngredient"
14020,"multiple foods",
14022,"multiple foods",
14025,"chicken sate",
14025,"turtle chocolate cookie",
14030,"pizza",
14036,"rice",
14058,"BEVERAGE W ICE, UNSPECIFIED",
14058,"water, unspecified",
14059,"cake",
14059,"frosting/icing, unspecified",
14063,"lettuce-based salads unspecified",
14067,"lettuce-based salads unspecified",
14068,"unspecified fruit",
14068,"vegetable tray",
14083,"cake",
14083,"salad, other *****",
14084,"eggs, scrambled",
14086,"pizza",
14088,"gravy",
14091,"roast beef, other",
14093,"Veggie Booty",
14094,"cake, hazelnut",
14094,"cake, tiramisu",
14096,"ground beef, unspecified",
14097,"ground beef, unspecified",
14102,"ground beef, unspecified",
14103,"basil, unspecified","Leafy (eg. lettuce)"
14104,"ground beef, unspecified",
14107,"sandwich, club",
14111,"green salad",
14112,"lettuce-based salads unspecified",
14113,"pot pie",
14114,"mayonnaise, commercial",
14114,"sandwich, ham/cheese",
14123,"sandwich, deli",
14129,"sandwich, turkey",
14140,"eggs, scrambled","Eggs"
14148,"pork, BBQ",
14162,"beans, unspecified",
14162,"rice",
14162,"salsa, unspecified",
14164,"rice, spanish",
14165,"soup, chicken",
14168,"LENTILS",
14175,"ground beef","Ground Beef"
14176,"coleslaw",
14184,"ground beef, unspecified","Ground Beef"
14185,"Muffin",
14191,"mixed fruit *****",
14193,"chicken salad",
14193,"pasta-based salads unspecified",
14196,"Spinach Artichoke Dip",
14201,"salad, unspecified",
14206,"Oysters","Shellfish"
14211,"beans, kidney",
14212,"chicken spring rolls",
14212,"tofu spring rolls",
14218,"fajita, chicken",
14218,"Fried Rice",
14218,"refried beans, unspecified",
14218,"tomato, unspecified",
14218,"tortilla, unspecified",
14226,"sausage, pigs in a blanket",
14234,"cake, brownie",
14234,"chicken and rice",
14234,"green beans, unspecified",
14237,"mixed vegetables, unspecified",
14239,"green salad",
14239,"tomato, unspecified",
14245,"mushrooms, sauteed",
14253,"dal masala",
14253,"matar paneer",
14258,"chicken, shredded",
14264,"lettuce, unspecified","Leafy (eg. lettuce)"
14264,"Spinach","Leafy (eg. lettuce)"
14268,"crab dip",
14268,"Crabcake",
14270,"Miscellaneous",
14271,"LASAGNA",
14274,"Meats",
14275,"ground beef","Ground Beef"
14276,"macaroni salad",
14276,"potato salad",
14277,"macaroni salad",
14277,"seafood soup/stew, unspecified",
14294,"pre-packaged salad",
14295,"beef, stronganoff",
14295,"unspecified beverage",
14296,"Sodas",
14305,"cake",
14305,"chicken, nuggets/fingers",
14305,"potato, unspecified",
14305,"Ribs",
14326,"sandwich, deli",
14328,"lettuce, unspecified",
14331,"chicken salad",
14339,"sandwich, deli",
14346,"pasta salad",
14351,"meat sauce",
14351,"roast beef, unspecified",
14352,"fruit salad",
14352,"pinwheels",
14354,"bagels",
14354,"cream cheese",
14357,"ground beef, meatballs",
14363,"sandwich, wrap",
14366,"ICE",
14366,"lettuce-based salads unspecified",
14382,"fruit salad",
14389,"chicken with mushroom sauce",
14389,"gravy, beef",
14389,"potato, mashed",
14397,"butter",
14412,"ranch dressing",
14414,"guacamole",
14414,"pico de gallo",
14420,"house salad",
14421,"onion, unspecified",
14422,"enchilada, chicken",
14424,"lettuce-based salads unspecified",
14429,"eggs, scrambled",
14436,"sandwich, deli",
14439,"taco, beef",
14443,"Tomato, beefsteak","Vine-stalk  eg. tomato"
14459,"fajita, chicken",
14460,"green salad","Leafy (eg. lettuce)"
14463,"POTATOES, ROASTED",
14463,"TRI-TIP",
14465,"fruit salad","Fruit"
14467,"GYROS",
14467,"SALAD DRESSING",
14470,"deli meat, sliced turkey ham",
14475,"pork tenderloin","Pork"
14478,"chicken",
14478,"rice",
14485,"green salad",
14485,"tomato, unspecified",
14487,"RAW MILK","Milk"
14490,"cake, unspecified",
14491,"pork",
14496,"lettuce based salads",
14497,"beef, other","Beef"
14501,"sour cream",
14503,"chili",
14512,"turkey salad",
14514,"chips, tortilla",
14520,"lettuce wraps",
14522,"lettuce, prepackaged",
14526,"Sphyraena barracuda",
14532,"cucumber, unspecified",
14532,"green salad",
14534,"crudites",
14537,"coleslaw",
14541,"ground beef, other",
14549,"multiple foods",
14552,"Gravy, pork","Sauces/ Dressings"
14555,"Fried Rice",
14558,"beef, unspecified","Beef"
14561,"potato salad",
14561,"pudding, bread",
14563,"soup, beef-based",
14571,"chicken, baked",
14572,"ground beef",
14581,"pizza",
14589,"omelette",
14595,"spaghetti, unspecified","Pasta"
14598,"pork",
14606,"mutiple Mexican foods",
14607,"pasta salad",
14609,"RAW MILK",
14666,"chicken, grilled",
14672,"turkey, unspecified","Turkey"
14674,"pudding, unspecified",
14674,"whipped cream, unpasteurized",
14675,"lettuce based salads",
14677,"bread, banana",
14679,"Taco meat",
14682,"guacamole, unspecified",
14684,"grapes, unspecified",
14684,"other cheese, pasteurized",
14684,"watermelon",
14686,"chef salad",
14696,"pork, other",
14698,"Pot Roast",
14711,"caesar salad",
14712,"fish, ahi",
14720,"stuffed chicken",
14722,"pizza",
14723,"shrimp fried rice",
14723,"shrimp, fried",
14727,"Hybrid Striped Bass","Fin fish"
14728,"roast beef, other",
14734,"egg rolls",
14735,"sandwich, turkey",
14748,"Dairy",
14763,"ground beef, other","Ground Beef"
14766,"mixed berries *****","Fruit"
14789,"beans, unspecified",
14791,"MOLE",
14793,"romaine lettuce, unspecified","Leafy (eg. lettuce)"
14800,"fruit salad",
14807,"roast beef, unspecified",
14810,"BBQ, unspecified",
14814,"ICE",
14823,"pizza",
14826,"lettuce-based salads unspecified",
14835,"beef, unspecified",
14839,"chef salad",
14841,"Shredded Cheese, pasteurized","Cheese"
14851,"Sphyraena barracuda",
14854,"roast beef, other",
14857,"chips",
14857,"salsa, unspecified",
14860,"TRI-TIP","Beef"
14866,"lettuce based salads",
14866,"tomato relish",
14867,"chips, tortilla",
14867,"greek salad",
14872,"peppers, jalapeno",
14876,"clams, raw","Shellfish"
14876,"clams, steamed","Shellfish"
14877,"applesauce",
14879,"ground buffalo",
14897,"muffin, unspecified",
14901,"sandwich, deli",
14907,"turkey, unspecified","Turkey"
14909,"fish, amberjack","Fin fish"
14909,"fish, baracuda","Fin fish"
14912,"peas, green",
14919,"Specialty/Ethnic dishes","Chicken"
14924,"ground beef, hamburger","Beef"
14924,"sandwich, beef","Beef"
14924,"steak, other","Beef"
14925,"mung bean sprouts",
14926,"eggs, other *****","Eggs"
14927,"chocolate, unspecified",
14927,"multiple cheeses, pasteurized",
14927,"olive, unspecified",
14927,"onion, unspecified",
14927,"other vegetable *****",
14927,"parmesan cheese, unspecified",
14927,"pesto",
14931,"fried chicken salad",
14937,"lettuce-based salads unspecified",
14939,"ground beef, other",
14940,"ice cream, commercial",
14945,"Fried Rice","Rice"
14946,"chicken parmesan",
14947,"beef/steak dishes","Eggs"
14948,"roast beef",
14956,"Prime Rib","Beef"
14959,"turkey","Turkey"
14960,"cheese, unspecified",
14960,"chicken, raw",
14960,"cilantro",
14961,"Gravy, pork",
14961,"pork, roasted",
14962,"potato salad",
14962,"SALAD DRESSING",
14967,"egg-containing food, other",
14972,"macaroni salad",
14974,"eggs, unspecified",
14982,"RAW MILK",
14988,"stuffing, unspecified",
14989,"eggs, scrambled",
14993,"cake, tiramisu",
14993,"eggs, other",
14994,"crab cakes",
14996,"eggs, other",
14996,"lasagna",
14999,"Blintz, Cheese",
14999,"eggs, other",
15001,"eggs, quiche",
15005,"ham","Pork"
15006,"Peanut Butter",
15006,"salad bar",
15008,"quesadilla, cheese",
15020,"mesclun mix salad",
15020,"pasta salad",
15020,"SALAD DRESSING",
15027,"dietar supplement",
15033,"mutiple Mexican foods",
15038,"pork, BBQ",
15046,"chicken, BBQ",
15049,"guacamole, unspecified",
15052,"potato salad",
15056,"chicken salad",
15056,"vegetable tray",
15057,"unspecified fruit",
15063,"cheese",
15063,"ham",
15074,"mozzarella prosciuto",
15075,"egg-containing food, other",
15080,"ham, other","Pork"
15082,"turkey and gravy",
15088,"fruit salad",
15088,"vegetable-based salads unspecified",
15090,"sandwich, submarine",
15098,"green beans",
15098,"pasta salad",
15098,"salad bar",
15101,"RAW MILK","Milk"
15103,"ICE","Water"
15103,"ice tea","Water based (eg. Drink mix)"
15106,"beans, baked",
15110,"fish, baracuda","Fin fish"
15111,"Aviyal",
15125,"ham","Pork"
15125,"turkey, smoked","Turkey"
15140,"gravy, chicken",
15140,"Miscellaneous",
15145,"taco, beef",
15146,"relish, unspecified",
15147,"queso fresco, unspecified",
15163,"multiple salads",
15163,"sandwich, deli",
15191,"cantaloupe",
15194,"cake, chocolate",
15222,"tuna salad",
15227,"Prime Rib",
15231,"alfalfa sprouts","Sprouts"
15231,"iceberg lettuce, unspecified","Leafy (eg. lettuce)"
15233,"fruit salad",
15234,"pork, BBQ",
15244,"soup, other *****",
15246,"wrap, unspecified",
15264,"fried rice, unspecified",
15267,"multiple cheeses, pasteurized","Cheese"
15272,"chicken",
15280,"fish, ahi",
15282,"lettuce, unspecified",
15289,"cake, chocolate",
15309,"Roast Beef w/ Gravy","Beef"
15309,"Roast Beef w/ Gravy","Sauces/ Dressings"
15321,"stuffing, unspecified","Sauces/ Dressings"
15325,"pureed food diet",
15342,"chicken, BBQ","Chicken"
15347,"chicken, unspecified",
15355,"hollandaise sauce",
15357,"house salad","Leafy (eg. lettuce)"
15361,"chicken, other","Chicken"
15366,"other food *****",
15367,"caesar salad",
15370,"Butter",
15370,"rolls",
15386,"garnish (mostly vegetables)",
15388,"Asian Walnut Salad",
15414,"house salad",
15414,"SALAD DRESSING",
15427,"Miscellaneous",
15431,"ground beef, unspecified",
15432,"cabbage, unspecified",
15432,"salad, other *****",
15437,"macaroni and cheese",
15440,"BRUSCHETTA",
15444,"eggnog, homemade",
15450,"fish, baracuda",
15454,"Pork",
15457,"pork",
15460,"green salad",
15464,"Vegetable dip",
15468,"potato salad",
15468,"sandwich, chicken",
15469,"bagels",
15469,"Cinnamon Twist",
15469,"doughnuts, unspecified",
15469,"English Muffin",
15469,"ice tea",
15472,"chicken, roasted","Chicken"
15476,"roast beef, other",
15479,"Spinach","Leafy (eg. lettuce)"
15484,"other milk, pasteurized",
15490,"fish, grouper, unspecified",
15492,"turkey, baked",
15495,"Specialty/Ethnic dishes",
15501,"cake, brownie",
15501,"chips, unspecified",
15501,"cookies, unspecified",
15502,"watermelon","Melon"
15503,"potato salad",
15508,"chicken, other",
15509,"RAW MILK",
15513,"RAW MILK","Milk"
15514,"bean sprouts","Sprouts"
15515,"ground beef",
15519,"TURKEY STUFFING (NO MEAT)",
15523,"ground beef, unspecified",
15524,"turkey and gravy",
15526,"taco, unspecified",
15530,"ground beef, unspecified","Ground Beef"
15531,"cantaloupe",
15539,"peppers, jalapeno",
15539,"peppers, serrano",
15539,"tomato, unspecified",
15540,"Peanut Butter",
15540,"Peanut Paste",
15542,"Tomato salad",
15545,"salsa, unspecified",
15559,"cheese, Mexican-style, pasteurized","Cheese"
15560,"ground turkey",
15562,"iceberg lettuce, unspecified",
15563,"cereal, puffed rice",
15563,"cereal, puffed wheat",
15567,"ground beef, meatloaf",
15570,"steak, unspecified","Beef"
15571,"ground beef, unspecified","Ground Beef"
15574,"cantaloupe",
15575,"alfalfa sprouts",
15615,"sprouts",
15616,"cheddar cheese",
15627,"ground beef, hamburger",
15635,"ground white pepper",
